,Date,Team,ELO,Opponent,Opp ELO,Delta,Win %,Tie %,Loss %,GF,GA,Result,+/- ELO
256,10/01/25,Pull Tab Bandits,3983,Eagles,4006,-22,44.0,5.6,50.4,8,4,Win,79
257,10/01/25,Eagles,4006,Pull Tab Bandits,3983,22,50.4,5.6,44.0,4,8,Loss,-79
258,10/01/25,Chinooks,3636,Buck Wild,3333,303,83.7,2.8,13.5,10,1,Win,31
259,10/01/25,Buck Wild,3333,Chinooks,3636,-303,13.5,2.8,83.7,1,10,Loss,-31
260,10/01/25,Puget Sound Pigeons,4047,Booze Hounds,3756,291,82.8,3.0,14.3,3,3,Tie,-25
261,10/01/25,Booze Hounds,3756,Puget Sound Pigeons,4047,-291,14.3,3.0,82.8,3,3,Tie,25
262,10/01/25,Skeletons,3360,DevilFish,3308,51,54.6,5.5,40.0,0,1,Loss,-41
263,10/01/25,DevilFish,3308,Skeletons,3360,-51,40.0,5.5,54.6,1,0,Win,41
264,10/01/25,Bombers,3786,Puckbuddies,3568,218,75.9,3.9,20.3,4,6,Loss,-85
265,10/01/25,Puckbuddies,3568,Bombers,3786,-218,20.3,3.9,75.9,6,4,Win,85
266,10/02/25,Koronis Motors,4215,Red Dog,3899,316,84.7,2.7,12.6,1,4,Loss,-111
267,10/02/25,Red Dog,3899,Koronis Motors,4215,-316,12.6,2.7,84.7,4,1,Win,111
268,10/02/25,Pheasants,3907,Chiefs,4098,-190,23.0,4.2,72.8,3,5,Loss,-26
269,10/02/25,Chiefs,4098,Pheasants,3907,190,72.8,4.2,23.0,5,3,Win,26
270,10/02/25,ESB,4171,Mustangs,4148,23,50.5,5.6,43.9,4,6,Loss,-57
271,10/02/25,Mustangs,4148,ESB,4171,-23,43.9,5.6,50.5,6,4,Win,57
272,10/02/25,Falcons,4551,Northwest Crabs,4077,474,93.2,1.3,5.5,1,0,Win,5
273,10/02/25,Northwest Crabs,4077,Falcons,4551,-474,5.5,1.3,93.2,0,1,Loss,-5
274,10/02/25,NW Stars,4220,ALTP,4505,-285,14.7,3.0,82.3,3,6,Loss,-19
275,10/02/25,ALTP,4505,NW Stars,4220,285,82.3,3.0,14.7,6,3,Win,19
276,10/02/25,Rhinos,3866,Mavericks,4211,-344,10.9,2.4,86.7,0,12,Loss,-24
277,10/02/25,Mavericks,4211,Rhinos,3866,344,86.7,2.4,10.9,12,0,Win,24
278,10/02/25,The Herd,3880,Shockers,3518,362,87.8,2.2,10.0,7,4,Win,16
279,10/02/25,Shockers,3518,The Herd,3880,-362,10.0,2.2,87.8,4,7,Loss,-16
280,10/02/25,Seattle Supernova,4243,The Mighty Geoducks,4161,82,59.0,5.3,35.7,1,2,Loss,-44
281,10/02/25,The Mighty Geoducks,4161,Seattle Supernova,4243,-82,35.7,5.3,59.0,2,1,Win,44
282,10/02/25,Skateful Dead,3531,Goal Diggers,3526,5,47.9,5.6,46.5,7,5,Win,59
283,10/02/25,Goal Diggers,3526,Skateful Dead,3531,-5,46.5,5.6,47.9,5,7,Loss,-59
284,10/05/25,Los Tigres,1895,Orcas,1776,119,63.9,5.0,31.1,1,2,Loss,-48
285,10/05/25,Orcas,1776,Los Tigres,1895,-119,31.1,5.0,63.9,2,1,Win,48
286,10/05/25,Fluffy Bunnies,1909,Quacken,1946,-37,41.9,5.5,52.6,2,0,Win,65
287,10/05/25,Quacken,1946,Fluffy Bunnies,1909,37,52.6,5.5,41.9,0,2,Loss,-65
288,10/05/25,Hungry Hatchlings,1731,Blackouts,1607,124,64.7,4.9,30.4,2,6,Loss,-91
289,10/05/25,Blackouts,1607,Hungry Hatchlings,1731,-124,30.4,4.9,64.7,6,2,Win,91
290,10/05/25,BLU Bombers,1887,Spittin'' Llamas,1742,144,67.3,4.7,28.0,10,3,Win,55
291,10/05/25,Spittin'' Llamas,1742,BLU Bombers,1887,-144,28.0,4.7,67.3,3,10,Loss,-55
292,10/05/25,Rainier Reindeers HC-9,1436,Khaos,1438,-2,46.9,5.6,47.5,3,2,Win,40
293,10/05/25,Khaos,1438,Rainier Reindeers HC-9,1436,2,47.5,5.6,46.9,2,3,Loss,-40
294,10/05/25,Orange Crush,1306,Yacht Flippers,1423,-117,31.2,5.0,63.8,3,3,Tie,14
295,10/05/25,Yacht Flippers,1423,Orange Crush,1306,117,63.8,5.0,31.2,3,3,Tie,-14
296,10/05/25,Seattle Freeze,2237,Monarchs 6C,2446,-209,21.1,4.0,74.9,6,3,Win,104
297,10/05/25,Monarchs 6C,2446,Seattle Freeze,2237,209,74.9,4.0,21.1,3,6,Loss,-104
298,10/05/25,Gremlins Hockey,1529,Frozen Assets,1302,227,76.8,3.8,19.4,4,7,Loss,-101
299,10/05/25,Frozen Assets,1302,Gremlins Hockey,1529,-227,19.4,3.8,76.8,7,4,Win,101
300,10/05/25,Mudflaps,2360,Trash Pandas 7 Landis,2230,130,65.4,4.9,29.7,4,3,Win,26
301,10/05/25,Trash Pandas 7 Landis,2230,Mudflaps,2360,-130,29.7,4.9,65.4,3,4,Loss,-26
302,10/05/25,Purple Reign,1254,Purple Puck Eaters,1025,229,77.0,3.7,19.3,9,1,Win,41
303,10/05/25,Purple Puck Eaters,1025,Purple Reign,1254,-229,19.3,3.7,77.0,1,9,Loss,-41
304,10/05/25,Spicy Kittens,1446,Mighty Moose,1227,219,76.0,3.9,20.2,5,3,Win,27
305,10/05/25,Mighty Moose,1227,Spicy Kittens,1446,-219,20.2,3.9,76.0,3,5,Loss,-27
306,10/05/25,Coyotes,2421,Barrel Aged Brewzers,2392,29,51.4,5.6,43.1,1,0,Win,36
307,10/05/25,Barrel Aged Brewzers,2392,Coyotes,2421,-29,43.1,5.6,51.4,0,1,Loss,-36
308,10/05/25,Glow Sticks,1675,Toe Dragons,1761,-85,35.3,5.3,59.4,5,2,Win,85
309,10/05/25,Toe Dragons,1761,Glow Sticks,1675,85,59.4,5.3,35.3,2,5,Loss,-85
310,10/05/25,Trash Pandas Garbage Legacy,2394,Blades,2397,-3,46.8,5.6,47.6,1,4,Loss,-61
311,10/05/25,Blades,2397,Trash Pandas Garbage Legacy,2394,3,47.6,5.6,46.8,4,1,Win,61
312,10/05/25,Wranglers,2515,Greenhorns,2516,-2,46.9,5.6,47.5,1,1,Tie,2
313,10/05/25,Greenhorns,2516,Wranglers,2515,2,47.5,5.6,46.9,1,1,Tie,-2
314,10/05/25,Real Bacon,2352,Hackers,2524,-172,24.9,4.4,70.7,5,1,Win,106
315,10/05/25,Hackers,2524,Real Bacon,2352,172,70.7,4.4,24.9,1,5,Loss,-106
316,10/05/25,Not Sure 7A,2275,Birrds,2066,208,74.8,4.0,21.2,3,2,Win,19
317,10/05/25,Birrds,2066,Not Sure 7A,2275,-208,21.2,4.0,74.8,2,3,Loss,-19
318,10/05/25,SEA Cucumbers,1645,Seal Team Sticks,1798,-154,26.9,4.6,68.4,2,3,Loss,-20
319,10/05/25,Seal Team Sticks,1798,SEA Cucumbers,1645,154,68.4,4.6,26.9,3,2,Win,20
320,10/05/25,Rainiers,1584,Fighting Clams,1650,-66,37.9,5.4,56.7,5,2,Win,82
321,10/05/25,Fighting Clams,1650,Rainiers,1584,66,56.7,5.4,37.9,2,5,Loss,-82
322,10/05/25,Ice Breakers,1056,Red Zeppelin,987,69,57.2,5.4,37.4,5,2,Win,56
323,10/05/25,Red Zeppelin,987,Ice Breakers,1056,-69,37.4,5.4,57.2,2,5,Loss,-56
324,10/05/25,Seattle Slapshots,1620,Blackbirds,1655,-35,42.2,5.5,52.3,4,0,Win,81
325,10/05/25,Blackbirds,1655,Seattle Slapshots,1620,35,52.3,5.5,42.2,0,4,Loss,-81
326,10/05/25,Pond Pigeons,1854,Cascadians HC,2263,-409,7.8,1.8,90.4,1,8,Loss,-13
327,10/05/25,Cascadians HC,2263,Pond Pigeons,1854,409,90.4,1.8,7.8,8,1,Win,13
328,10/05/25,Mighty Boosh,2509,Icemen,2458,51,54.6,5.5,40.0,0,3,Loss,-72
329,10/05/25,Icemen,2458,Mighty Boosh,2509,-51,40.0,5.5,54.6,3,0,Win,72
330,10/05/25,Tropical Punchers,1035,Beer Dragons,900,135,66.1,4.8,29.1,2,3,Loss,-50
331,10/05/25,Beer Dragons,900,Tropical Punchers,1035,-135,29.1,4.8,66.1,3,2,Win,50
332,10/05/25,Sockeyes Div 8,1753,Scrooge McPuck,1761,-8,46.1,5.6,48.3,3,1,Win,61
333,10/05/25,Scrooge McPuck,1761,Sockeyes Div 8,1753,8,48.3,5.6,46.1,1,3,Loss,-61
334,10/05/25,Honey Badgers,2372,Raiders,2566,-195,22.5,4.2,73.3,2,1,Win,58
335,10/05/25,Raiders,2566,Honey Badgers,2372,195,73.3,4.2,22.5,1,2,Loss,-58
336,10/05/25,Doom Clouds,936,Golden Mules,853,83,59.1,5.3,35.6,4,1,Win,54
337,10/05/25,Golden Mules,853,Doom Clouds,936,-83,35.6,5.3,59.1,1,4,Loss,-54
338,10/05/25,Chucklepucks,2174,Seattle Dogs,1827,348,86.9,2.3,10.7,9,3,Win,21
339,10/05/25,Seattle Dogs,1827,Chucklepucks,2174,-348,10.7,2.3,86.9,3,9,Loss,-21
340,10/05/25,Seals Lower,2263,Hampton West Hockey Club,2247,16,49.5,5.6,44.9,7,0,Win,85
341,10/05/25,Hampton West Hockey Club,2247,Seals Lower,2263,-16,44.9,5.6,49.5,0,7,Loss,-85
342,10/05/25,Roughnecks Mobile Infantry,2029,Iced Awesome,2028,1,47.4,5.6,47.0,2,2,Tie,2
343,10/05/25,Iced Awesome,2028,Roughnecks Mobile Infantry,2029,-1,47.0,5.6,47.4,2,2,Tie,-2
344,10/05/25,LKI,1877,Bandits,2011,-134,29.2,4.8,66.0,1,4,Loss,-38
345,10/05/25,Bandits,2011,LKI,1877,134,66.0,4.8,29.2,4,1,Win,38
346,10/06/25,Alpuckas,2710,Brewzers OGB,2795,-85,35.4,5.3,59.3,7,4,Win,85
347,10/06/25,Brewzers OGB,2795,Alpuckas,2710,85,59.3,5.3,35.4,4,7,Loss,-85
348,10/06/25,Rainier Reindeer HC-6B,2776,Dumb Pucks,2611,165,69.9,4.5,25.6,4,4,Tie,-15
349,10/06/25,Dumb Pucks,2611,Rainier Reindeer HC-6B,2776,-165,25.6,4.5,69.9,4,4,Tie,15
350,10/06/25,Dirty Couch Hockey Club,2677,Fossils,2876,-199,22.1,4.1,73.8,0,4,Loss,-31
351,10/06/25,Fossils,2876,Dirty Couch Hockey Club,2677,199,73.8,4.1,22.1,4,0,Win,31
352,10/06/25,Stingers,2790,Seals 5D,2947,-157,26.6,4.6,68.8,4,3,Win,55
353,10/06/25,Seals 5D,2947,Stingers,2790,157,68.8,4.6,26.6,3,4,Loss,-55
354,10/06/25,Squids,2606,PussyCats,2755,-149,27.4,4.7,67.9,2,4,Loss,-31
355,10/06/25,PussyCats,2755,Squids,2606,149,67.9,4.7,27.4,4,2,Win,31
356,10/06/25,Flying Monkeys,2386,Jokres,2742,-356,10.3,2.3,87.4,3,1,Win,101
357,10/06/25,Jokres,2742,Flying Monkeys,2386,356,87.4,2.3,10.3,1,3,Loss,-101
358,10/06/25,Renegades,3002,Bullets,2903,100,61.4,5.2,33.5,7,1,Win,62
359,10/06/25,Bullets,2903,Renegades,3002,-100,33.5,5.2,61.4,1,7,Loss,-62
360,10/06/25,Dumpster Fire,3010,Yetis,3047,-37,42.0,5.5,52.5,2,2,Tie,6
361,10/06/25,Yetis,3047,Dumpster Fire,3010,37,52.5,5.5,42.0,2,2,Tie,-6
362,10/06/25,WKUP-5,2933,Monarchs 5D,3033,-101,33.3,5.2,61.5,9,3,Win,106
363,10/06/25,Monarchs 5D,3033,WKUP-5,2933,101,61.5,5.2,33.3,3,9,Loss,-106
364,10/06/25,Ice-O-Topes,2920,Reapers,2903,17,49.6,5.6,44.8,5,1,Win,71
365,10/06/25,Reapers,2903,Ice-O-Topes,2920,-17,44.8,5.6,49.6,1,5,Loss,-71
366,10/06/25,Trash Pandas 5B,2968,Seagulls,3029,-62,38.5,5.4,56.1,8,5,Win,81
367,10/06/25,Seagulls,3029,Trash Pandas 5B,2968,62,56.1,5.4,38.5,5,8,Loss,-81
368,10/06/25,Lumberjacks,2823,Highlanders,2868,-45,40.7,5.5,53.8,4,7,Loss,-53
369,10/06/25,Highlanders,2868,Lumberjacks,2823,45,53.8,5.5,40.7,7,4,Win,53
370,10/06/25,DevilFish,3349,BSOD,2899,450,92.3,1.5,6.2,4,3,Win,6
371,10/06/25,BSOD,2899,DevilFish,3349,-450,6.2,1.5,92.3,3,4,Loss,-6
372,10/06/25,Roughnecks - Game Theory,3010,Top Cheddar,2870,140,66.7,4.8,28.5,3,4,Loss,-50
373,10/06/25,Top Cheddar,2870,Roughnecks - Game Theory,3010,-140,28.5,4.8,66.7,4,3,Win,50
374,10/06/25,Piranhas,2838,Gamblers,2936,-98,33.7,5.2,61.2,2,4,Loss,-38
375,10/06/25,Gamblers,2936,Piranhas,2838,98,61.2,5.2,33.7,4,2,Win,38
376,10/07/25,Skateful Dead,3589,Maple Bars,3507,82,59.0,5.3,35.7,3,6,Loss,-77
377,10/07/25,Maple Bars,3507,Skateful Dead,3589,-82,35.7,5.3,59.0,6,3,Win,77
378,10/07/25,Midnight Twist,2929,Black Katz,2668,261,80.2,3.3,16.5,0,3,Loss,-105
379,10/07/25,Black Katz,2668,Midnight Twist,2929,-261,16.5,3.3,80.2,3,0,Win,105
380,10/07/25,Edible Arrangements,3215,Moose Knuckle,3166,49,54.3,5.5,40.2,9,3,Win,73
381,10/07/25,Moose Knuckle,3166,Edible Arrangements,3215,-49,40.2,5.5,54.3,3,9,Loss,-73
382,10/07/25,Coconut Corgis,3594,Buck Wild,3302,292,82.8,3.0,14.2,6,9,Loss,-109
383,10/07/25,Buck Wild,3302,Coconut Corgis,3594,-292,14.2,3.0,82.8,9,6,Win,109
384,10/07/25,Sabercats,3676,Puckbuddies,3654,23,50.5,5.6,43.9,2,5,Loss,-66
385,10/07/25,Puckbuddies,3654,Sabercats,3676,-23,43.9,5.6,50.5,5,2,Win,66
386,10/07/25,Mighty Mallards,3349,Kraken Up,3352,-3,46.8,5.6,47.6,3,7,Loss,-66
387,10/07/25,Kraken Up,3352,Mighty Mallards,3349,3,47.6,5.6,46.8,7,3,Win,66
388,10/08/25,Falcons,4556,NW Stars,4200,356,87.5,2.3,10.3,9,4,Win,19
389,10/08/25,NW Stars,4200,Falcons,4556,-356,10.3,2.3,87.5,4,9,Loss,-19
390,10/08/25,Greasy Weasels,3205,Skeletons,3319,-113,31.7,5.0,63.2,1,2,Loss,-24
391,10/08/25,Skeletons,3319,Greasy Weasels,3205,113,63.2,5.0,31.7,2,1,Win,24
392,10/08/25,Wolves,3325,Dead Rabbits,3235,90,60.1,5.2,34.7,7,3,Win,56
393,10/08/25,Dead Rabbits,3235,Wolves,3325,-90,34.7,5.2,60.1,3,7,Loss,-56
394,10/08/25,Chinooks,3666,Schilling Cider,3322,344,86.7,2.4,10.9,6,4,Win,15
395,10/08/25,Schilling Cider,3322,Chinooks,3666,-344,10.9,2.4,86.7,4,6,Loss,-15
396,10/08/25,Goal Diggers,3467,Steelhead,3557,-90,34.7,5.2,60.1,7,2,Win,98
397,10/08/25,Steelhead,3557,Goal Diggers,3467,90,60.1,5.2,34.7,2,7,Loss,-98
398,10/08/25,Bar Down Transportation,3783,Bombers,3701,82,58.9,5.3,35.8,10,5,Win,62
399,10/08/25,Bombers,3701,Bar Down Transportation,3783,-82,35.8,5.3,58.9,5,10,Loss,-62
400,10/08/25,Northwest Crabs,4072,Koronis Motors,4104,-31,42.7,5.6,51.7,3,3,Tie,5
401,10/08/25,Koronis Motors,4104,Northwest Crabs,4072,31,51.7,5.6,42.7,3,3,Tie,-5
402,10/08/25,MMHC,3742,Breakers,3626,116,63.6,5.0,31.4,6,6,Tie,-10
403,10/08/25,Breakers,3626,MMHC,3742,-116,31.4,5.0,63.6,6,6,Tie,10
404,10/09/25,Night Owls,3502,LLUA,3426,76,58.0,5.3,36.6,4,1,Win,55
405,10/09/25,LLUA,3426,Night Owls,3502,-76,36.6,5.3,58.0,1,4,Loss,-55
406,10/09/25,Red Dog,4010,Puget Sound Pigeons,4022,-12,45.5,5.6,48.9,6,4,Win,61
407,10/09/25,Puget Sound Pigeons,4022,Red Dog,4010,12,48.9,5.6,45.5,4,6,Loss,-61
408,10/09/25,Rhinos,3843,Chiefs,4124,-281,15.0,3.1,81.9,3,8,Loss,-23
409,10/09/25,Chiefs,4124,Rhinos,3843,281,81.9,3.1,15.0,8,3,Win,23
410,10/09/25,The Herd,3896,Eagles,3927,-31,42.8,5.6,51.6,6,3,Win,75
411,10/09/25,Eagles,3927,The Herd,3896,31,51.6,5.6,42.8,3,6,Loss,-75
412,10/09/25,Seattle Supernova,4199,Mavericks,4234,-35,42.1,5.5,52.3,4,1,Win,76
413,10/09/25,Mavericks,4234,Seattle Supernova,4199,35,52.3,5.5,42.1,1,4,Loss,-76
414,10/09/25,Shockers,3502,Sasquatch,3691,-189,23.1,4.2,72.7,4,4,Tie,20
415,10/09/25,Sasquatch,3691,Shockers,3502,189,72.7,4.2,23.1,4,4,Tie,-20
416,10/09/25,The Brigade,4126,Pheasants,3882,245,78.6,3.5,17.9,6,1,Win,32
417,10/09/25,Pheasants,3882,The Brigade,4126,-245,17.9,3.5,78.6,1,6,Loss,-32
418,10/09/25,The Mighty Geoducks,4205,Mustangs,4205,0,47.1,5.6,47.3,4,4,Tie,2
419,10/09/25,Mustangs,4205,The Mighty Geoducks,4205,0,47.3,5.6,47.1,4,4,Tie,-2
420,10/09/25,ESB,4114,ALTP,4524,-410,7.8,1.8,90.5,4,3,Win,69
421,10/09/25,ALTP,4524,ESB,4114,410,90.5,1.8,7.8,3,4,Loss,-69
422,10/09/25,Pull Tab Bandits,4062,Booze Hounds,3780,282,82.0,3.1,15.0,8,2,Win,29
423,10/09/25,Booze Hounds,3780,Pull Tab Bandits,4062,-282,15.0,3.1,82.0,2,8,Loss,-29
424,10/09/25,Not Sure 5A,3154,Hooligans,3045,109,62.6,5.1,32.3,0,1,Loss,-47
425,10/09/25,Hooligans,3045,Not Sure 5A,3154,-109,32.3,5.1,62.6,1,0,Win,47
426,10/11/25,Red Zeppelin,930,Golden Mules,799,131,65.5,4.9,29.6,4,2,Win,39
427,10/11/25,Golden Mules,799,Red Zeppelin,930,-131,29.6,4.9,65.5,2,4,Loss,-39
428,10/11/25,Ice Breakers,1112,Doom Clouds,990,122,64.4,5.0,30.6,1,3,Loss,-72
429,10/11/25,Doom Clouds,990,Ice Breakers,1112,-122,30.6,5.0,64.4,3,1,Win,72
430,10/11/25,Purple Reign,1294,Beer Dragons,949,345,86.8,2.4,10.9,0,4,Loss,-122
431,10/11/25,Beer Dragons,949,Purple Reign,1294,-345,10.9,2.4,86.8,4,0,Win,122
432,10/12/25,Tropical Punchers,985,Purple Puck Eaters,984,1,47.4,5.6,47.0,4,4,Tie,2
433,10/12/25,Purple Puck Eaters,984,Tropical Punchers,985,-1,47.0,5.6,47.4,4,4,Tie,-2
434,10/12/25,Pond Pigeons,1841,Chucklepucks,2195,-354,10.4,2.3,87.3,2,10,Loss,-19
435,10/12/25,Chucklepucks,2195,Pond Pigeons,1841,354,87.3,2.3,10.4,10,2,Win,19
436,10/12/25,Birrds,2048,Iced Awesome,2026,22,50.3,5.6,44.1,3,2,Win,37
437,10/12/25,Iced Awesome,2026,Birrds,2048,-22,44.1,5.6,50.3,2,3,Loss,-37
438,10/12/25,Raiders,2508,Coyotes,2457,51,54.5,5.5,40.0,1,4,Loss,-72
439,10/12/25,Coyotes,2457,Raiders,2508,-51,40.0,5.5,54.5,4,1,Win,72
440,10/12/25,Monarchs 6C,2343,Bandits,2049,294,83.0,2.9,14.1,7,0,Win,29
441,10/12/25,Bandits,2049,Monarchs 6C,2343,-294,14.1,2.9,83.0,0,7,Loss,-29
442,10/12/25,Seals Lower,2348,Not Sure 7A,2294,55,55.0,5.5,39.5,4,2,Win,51
443,10/12/25,Not Sure 7A,2294,Seals Lower,2348,-55,39.5,5.5,55.0,2,4,Loss,-51
444,10/12/25,Hampton West Hockey Club,2162,LKI,1838,323,85.2,2.6,12.1,6,0,Win,24
445,10/12/25,LKI,1838,Hampton West Hockey Club,2162,-323,12.1,2.6,85.2,0,6,Loss,-24
446,10/12/25,Frozen Assets,1403,Mighty Moose,1200,203,74.2,4.1,21.7,5,2,Win,34
447,10/12/25,Mighty Moose,1200,Frozen Assets,1403,-203,21.7,4.1,74.2,2,5,Loss,-34
448,10/12/25,Blackbirds,1574,Khaos,1398,176,71.1,4.4,24.5,5,3,Win,32
449,10/12/25,Khaos,1398,Blackbirds,1574,-176,24.5,4.4,71.1,3,5,Loss,-32
450,10/12/25,Fighting Clams,1568,Seattle Slapshots,1701,-133,29.3,4.9,65.8,2,8,Loss,-47
451,10/12/25,Seattle Slapshots,1701,Fighting Clams,1568,133,65.8,4.9,29.3,8,2,Win,47
452,10/12/25,Greenhorns,2514,Trash Pandas 7 Landis,2204,310,84.3,2.8,13.0,4,0,Win,22
453,10/12/25,Trash Pandas 7 Landis,2204,Greenhorns,2514,-310,13.0,2.8,84.3,0,4,Loss,-22
454,10/12/25,Rainier Reindeers HC-9,1475,Gremlins Hockey,1428,48,54.1,5.5,40.5,0,2,Loss,-61
455,10/12/25,Gremlins Hockey,1428,Rainier Reindeers HC-9,1475,-48,40.5,5.5,54.1,2,0,Win,61
456,10/12/25,Cascadians HC,2276,Blades,2458,-182,23.8,4.3,71.9,3,8,Loss,-36
457,10/12/25,Blades,2458,Cascadians HC,2276,182,71.9,4.3,23.8,8,3,Win,36
458,10/12/25,Orange Crush,1320,Spicy Kittens,1473,-153,27.0,4.6,68.4,1,3,Loss,-30
459,10/12/25,Spicy Kittens,1473,Orange Crush,1320,153,68.4,4.6,27.0,3,1,Win,30
460,10/12/25,Seattle Dogs,1806,Los Tigres,1847,-41,41.4,5.5,53.1,4,2,Win,66
461,10/12/25,Los Tigres,1847,Seattle Dogs,1806,41,53.1,5.5,41.4,2,4,Loss,-66
462,10/12/25,Rainiers,1665,Yacht Flippers,1409,256,79.7,3.4,16.9,7,1,Win,32
463,10/12/25,Yacht Flippers,1409,Rainiers,1665,-256,16.9,3.4,79.7,1,7,Loss,-32
464,10/12/25,Dumb Pucks,2626,Icemen,2530,96,60.9,5.2,33.9,3,4,Loss,-46
465,10/12/25,Icemen,2530,Dumb Pucks,2626,-96,33.9,5.2,60.9,4,3,Win,46
466,10/12/25,Hackers,2418,Barrel Aged Brewzers,2355,63,56.3,5.4,38.3,3,4,Loss,-42
467,10/12/25,Barrel Aged Brewzers,2355,Hackers,2418,-63,38.3,5.4,56.3,4,3,Win,42
468,10/12/25,Hungry Hatchlings,1640,SEA Cucumbers,1624,16,49.4,5.6,45.0,4,2,Win,57
469,10/12/25,SEA Cucumbers,1624,Hungry Hatchlings,1640,-16,45.0,5.6,49.4,2,4,Loss,-57
470,10/12/25,Wranglers,2517,Mudflaps,2386,131,65.6,4.9,29.5,3,2,Win,26
471,10/12/25,Mudflaps,2386,Wranglers,2517,-131,29.5,4.9,65.6,2,3,Loss,-26
472,10/12/25,Real Bacon,2458,Honey Badgers,2430,28,51.3,5.6,43.1,3,2,Win,37
473,10/12/25,Honey Badgers,2430,Real Bacon,2458,-28,43.1,5.6,51.3,2,3,Loss,-37
474,10/12/25,Fluffy Bunnies,1974,Roughnecks Mobile Infantry,2031,-57,39.2,5.5,55.3,2,1,Win,46
475,10/12/25,Roughnecks Mobile Infantry,2031,Fluffy Bunnies,1974,57,55.3,5.5,39.2,1,2,Loss,-46
476,10/12/25,Toe Dragons,1676,Seal Team Sticks,1818,-143,28.2,4.8,67.1,2,2,Tie,16
477,10/12/25,Seal Team Sticks,1818,Toe Dragons,1676,143,67.1,4.8,28.2,2,2,Tie,-16
478,10/12/25,Brewzers OGB,2710,Flying Monkeys,2487,223,76.4,3.8,19.8,4,5,Loss,-57
479,10/12/25,Flying Monkeys,2487,Brewzers OGB,2710,-223,19.8,3.8,76.4,5,4,Win,57
480,10/12/25,Seattle Freeze,2341,Trash Pandas Garbage Legacy,2333,8,48.4,5.6,46.0,3,6,Loss,-64
481,10/12/25,Trash Pandas Garbage Legacy,2333,Seattle Freeze,2341,-8,46.0,5.6,48.4,6,3,Win,64
482,10/12/25,Stingers,2845,Midnight Twist,2824,21,50.3,5.6,44.2,4,1,Win,65
483,10/12/25,Midnight Twist,2824,Stingers,2845,-21,44.2,5.6,50.3,1,4,Loss,-65
484,10/12/25,BLU Bombers,1942,Quacken,1881,61,55.9,5.4,38.6,6,5,Win,33
485,10/12/25,Quacken,1881,BLU Bombers,1942,-61,38.6,5.4,55.9,5,6,Loss,-33
486,10/12/25,Spittin'' Llamas,1687,Scrooge McPuck,1700,-13,45.3,5.6,49.1,5,3,Win,62
487,10/12/25,Scrooge McPuck,1700,Spittin'' Llamas,1687,13,49.1,5.6,45.3,3,5,Loss,-62
488,10/12/25,Rainier Reindeer HC-6B,2761,Mighty Boosh,2438,324,85.3,2.6,12.1,0,1,Loss,-64
489,10/12/25,Mighty Boosh,2438,Rainier Reindeer HC-6B,2761,-324,12.1,2.6,85.3,1,0,Win,64
490,10/12/25,Orcas,1824,Glow Sticks,1760,64,56.4,5.4,38.2,2,2,Tie,-5
491,10/12/25,Glow Sticks,1760,Orcas,1824,-64,38.2,5.4,56.4,2,2,Tie,5
492,10/12/25,Blackouts,1698,Sockeyes Div 8,1814,-116,31.4,5.0,63.6,4,2,Win,77
493,10/12/25,Sockeyes Div 8,1814,Blackouts,1698,116,63.6,5.0,31.4,2,4,Loss,-77
494,10/13/25,Ice-O-Topes,2991,Top Cheddar,2920,71,57.4,5.4,37.2,6,4,Win,48
495,10/13/25,Top Cheddar,2920,Ice-O-Topes,2991,-71,37.2,5.4,57.4,4,6,Loss,-48
496,10/13/25,PussyCats,2786,Jokres,2641,145,67.4,4.7,27.9,3,0,Win,43
497,10/13/25,Jokres,2641,PussyCats,2786,-145,27.9,4.7,67.4,0,3,Loss,-43
498,10/13/25,Seagulls,2949,Renegades,3064,-115,31.5,5.0,63.5,3,4,Loss,-24
499,10/13/25,Renegades,3064,Seagulls,2949,115,63.5,5.0,31.5,4,3,Win,24
500,10/13/25,WKUP-5,3039,Piranhas,2800,239,78.1,3.6,18.3,4,4,Tie,-21
501,10/13/25,Piranhas,2800,WKUP-5,3039,-239,18.3,3.6,78.1,4,4,Tie,21
502,10/13/25,Highlanders,2922,Alpuckas,2795,126,65.0,4.9,30.1,1,3,Loss,-73
503,10/13/25,Alpuckas,2795,Highlanders,2922,-126,30.1,4.9,65.0,3,1,Win,73
504,10/13/25,Yetis,3040,Gamblers,2974,67,56.8,5.4,37.8,3,7,Loss,-80
505,10/13/25,Gamblers,2974,Yetis,3040,-67,37.8,5.4,56.8,7,3,Win,80
506,10/13/25,Reapers,2833,Roughnecks - Game Theory,2960,-128,30.0,4.9,65.1,2,5,Loss,-39
507,10/13/25,Roughnecks - Game Theory,2960,Reapers,2833,128,65.1,4.9,30.0,5,2,Win,39
508,10/13/25,Dead Rabbits,3178,Not Sure 5A,3107,71,57.5,5.4,37.2,2,6,Loss,-81
509,10/13/25,Not Sure 5A,3107,Dead Rabbits,3178,-71,37.2,5.4,57.5,6,2,Win,81
510,10/13/25,Moose Knuckle,3093,Hooligans,3092,0,47.3,5.6,47.1,3,1,Win,59
511,10/13/25,Hooligans,3092,Moose Knuckle,3093,0,47.1,5.6,47.3,1,3,Loss,-59
512,10/13/25,Seals 5D,2891,Dirty Couch Hockey Club,2646,245,78.7,3.5,17.8,6,1,Win,32
